,name,city,content,score,date
85,二十二岛主,"<img src=""https://img3.doubanio.com/f/sns/d7ae4d4dbb848a408708f631fbd660e788c3c773/pics/sns/people/medal_kind1.png"" height=""20"" />",与其说是献礼的命题作文，不如看成一场难得的“华山论剑”，七位导演各展绝技讲述国家发展历程中小人物的故事，很接地气，由于擅长的领域和创作风格不同，最后呈现出的效果也不尽相同，但这种以小见大的思路是对的。个人最喜欢宁浩的故事，还是一如既往的黑色幽默，将一个看上去有些“贫”的故事讲的妙趣横生，展现出了很强的掌控力，而且并没有过分煽情。这和葛大爷传神的演技有关，也和扎实的剧本有关。其他几位导演发挥的也比较平稳，整体来说算是为献礼片开拓了一条新的道路。,推荐,2019-09-30
86,卉子❤,陕西西安,这样的爱国教育我接受,力荐,2019-09-30
87,雾里看花,"Kābol, Afghanistan",一部好的电影、好的作品总是能激起观众对真善美的追求和认同，就像这部集结了中国电影梦之队的献礼片，从小人物的角度见证大中国的变迁，每一个故事都催人热泪，爱国的情怀真的是根植在每个华夏儿女的血脉深处，试问哪一个中国人又不是“此生无悔入华夏，来世还在中华家。”！,力荐,2019-09-30
88,Elly,关注此人,本以为拼盘电影没什么看头，没想到却是个非常成功的献礼片，无数次泪目，惠英红太帅了，葛优的表现一如既往地稳，昊然弟弟演出了浑然天成的痞，特别突破,力荐,2019-09-30
89,徐若风,浙江杭州,"每个故事都采取了平民化的个体视角，对70年的7个“核心现场”进行了有趣的拆解，比预期出彩。
《夺冠》：徐峥竟然拿小孩的“怦然心动”拍“女排夺冠”，太浪漫了。上海石库门的背景环境，风格可参考上世纪的沪语喜剧。
《相遇》：一场身不在场的“原子弹爆炸”、充满悲情的死生契阔。在人潮中被冲散的对视是点睛之笔。
《北京你好》：“奥运奇遇记”，葛优一口京片子把这个失落的中年男人演活了，宁浩喜剧的正常发挥。
《护航》：文牧野在情感处理上很细腻，借由阅兵来不断打捞女飞行员成长的心路历程。
《前夜》《回归》：都是关于典礼背后刺激的争分夺秒，演员群戏突出。
《白昼流星》：将“新农村扶贫”和“航天航空事业”两件事糅在一起，构成互为牵引的关系。",推荐,2019-09-30
90,已注销,上海,"爱国，是人世间最深层、最持久的情感，它流淌在我们的血脉里，扎根于我们的思想深处。
此番中国电影梦之队，集结优秀一线导演和演员，用最真挚的情感、最炽热的激情，最动情的诉说以及最专业的制作集体向新中国成立70周年献礼，致敬伟大祖国。
他们用七个故事，将自己对祖国的理解和情感融入电影中，最终为我们呈现了一部有温度、有细节，同时具有历史厚度的电影。",力荐,2019-09-28
91,大奇特(Grinch),北京,每位创作者选取的历史横截面不同，选取的角度也不同，但是每位导演都带有明显的个人风格，包括自己熟悉的类型领域，甚至个人的成长经历。之前也看过全剧本，每一组编剧的写法也有不同的特点。个人喜欢管虎、徐峥、凯歌拍的。《前夜》属于命题作文的优秀答卷。国旗、国歌的电影之前都拍过，这次拍升旗装置就是聚焦历史大事件里小人物的瞬间，结尾用伪纪录片的方式特别好。《夺冠》将要“革命任务”还是要“儿女情长”，浓缩成一个男孩的两难处境，沪语话和全民爱体育深得《大李老李和小李》真传。《白昼流星》难度最大，很多人不喜欢是因为剧本是把航天和扶贫整合到一起，有点强扭。但我喜欢凯歌和壮壮这种第五代对于土地人的记忆，有格局和浪漫情怀，而后把精准扶贫上升到一种精神上的“站起来”，“白昼流星”也由传说中的意象变成心中的符号,还行,2019-09-25
92,姨父的鹅,关注此人,点映当天就赶紧去看了，整部影片看完，我印象最深的是《回归》，可能是因为最近香港的事情让我很有感触。有位关系不错的香港朋友跟我说过，97年的时候，绝大部分香港人真心觉得自己是“回家了”，爱家爱国是基本的自尊。《回归》关于国家尊严和个人荣辱的诠释相当深刻，亲历者的视角令人动容！,力荐,2019-09-30
93,睡着的跳蚤,广东深圳,最喜欢的是《相遇》片段，车内相识不能相认的恋人，车外喜讯奔走相告的热闹喧嚣，最美的遗憾但又此生无悔。,推荐,2019-09-30
94,😁,广东广州,一半一半吧，宁浩和葛优部分剧情好，全员在线，最差的陈凯歌part,还行,2019-09-30
95,有有,广西南宁,七个故事，按照时间顺序，每个故事一个主题。最喜欢香港回归，北京奥运，女排夺冠，故事和主题比较贴合，白昼流星比较扯。,推荐,2019-09-30
96,桃桃林林,"P&#39;yŏngyang, North Korea",7分，这种集锦片很难评分，因为质量各有差异。相比之下，宁浩的《北京你好》和徐峥的《夺冠》都更喜欢，宁浩与葛优的合作，终于让葛优回到了自己最舒适的领域，整体表演很放松，也很希望宁浩与葛优之后会有长片合作啊。徐峥的部分主要是有趣，很市井，也很有回忆的味道，小朋友的情感又有其独特的趣味，其中又涉及个人与集体的选择。管虎的部分也很厉害，导演手法很娴熟。陈凯歌的部分野心很大，只不过选择的两个演员，还是不太符合角色设定，太不像穷人家孩子了。薛晓路的部分问题最大，剧作和导演能力都不好，甚至也不太符合小人物这个预设。,还行,2019-10-07
97,人群中你为什么,天津,"正好有点映就去看了。我和我的祖国，这才是献礼片的正确打开方式。
黄渤和葛优真的封神了。完全操控了观影者的情绪，和导演编剧水乳交融。
任素汐被捧过头了，完全没接住张译的戏，故事是好故事，张译演的也很绝，可演员不是独角戏，张译抛出的包袱任素汐没接住，后面自己的solo还好，可是和张译的互动没能驾驭住这个剧本，是本片最可惜的一个part。
女排篇的小演员，很绝，从今年年初的倚天屠龙记小张无忌我就有关注，超出这个年纪的情感丰沛，有种浑然天成的璞玉的感觉，应该还没受过过多的演技训练，希望好好的踏实走下去，这种天赋型选手让人珍惜
如果说小演员是天赋选手，刘昊然和陈飞宇就是任重道远，高手过招方知，刘昊然演戏总带着强烈的个人色彩，这不算好事，陈飞宇反而更出彩，但他们都年轻，可陈凯歌不年轻了，这就有点sad了",力荐,2019-09-30
98,刘遐迩19123,河北衡水,我爱我的祖国，但我不爱这部电影。,还行,2019-09-30
99,狂暴小恐龙,上海,"我好像明白为什么张一白和薛晓路能混进管虎、宁浩、文牧野这样的班底里了
得有人给总导演托个底啊是不是
只是可惜了张译和惠英红
陈凯歌这点上就做得很好，自己耽误自己儿子，谁也管不着是吧🤷♀️",推荐,2019-09-28
100,已注销,上海,"爱国，是人世间最深层、最持久的情感，它流淌在我们的血脉里，扎根于我们的思想深处。
此番中国电影梦之队，集结优秀一线导演和演员，用最真挚的情感、最炽热的激情，最动情的诉说以及最专业的制作集体向新中国成立70周年献礼，致敬伟大祖国。
他们用七个故事，将自己对祖国的理解和情感融入电影中，最终为我们呈现了一部有温度、有细节，同时具有历史厚度的电影。",力荐,2019-09-28
101,大奇特(Grinch),北京,每位创作者选取的历史横截面不同，选取的角度也不同，但是每位导演都带有明显的个人风格，包括自己熟悉的类型领域，甚至个人的成长经历。之前也看过全剧本，每一组编剧的写法也有不同的特点。个人喜欢管虎、徐峥、凯歌拍的。《前夜》属于命题作文的优秀答卷。国旗、国歌的电影之前都拍过，这次拍升旗装置就是聚焦历史大事件里小人物的瞬间，结尾用伪纪录片的方式特别好。《夺冠》将要“革命任务”还是要“儿女情长”，浓缩成一个男孩的两难处境，沪语话和全民爱体育深得《大李老李和小李》真传。《白昼流星》难度最大，很多人不喜欢是因为剧本是把航天和扶贫整合到一起，有点强扭。但我喜欢凯歌和壮壮这种第五代对于土地人的记忆，有格局和浪漫情怀，而后把精准扶贫上升到一种精神上的“站起来”，“白昼流星”也由传说中的意象变成心中的符号,还行,2019-09-25
102,姨父的鹅,关注此人,点映当天就赶紧去看了，整部影片看完，我印象最深的是《回归》，可能是因为最近香港的事情让我很有感触。有位关系不错的香港朋友跟我说过，97年的时候，绝大部分香港人真心觉得自己是“回家了”，爱家爱国是基本的自尊。《回归》关于国家尊严和个人荣辱的诠释相当深刻，亲历者的视角令人动容！,力荐,2019-09-30
103,睡着的跳蚤,广东深圳,最喜欢的是《相遇》片段，车内相识不能相认的恋人，车外喜讯奔走相告的热闹喧嚣，最美的遗憾但又此生无悔。,推荐,2019-09-30
104,😁,广东广州,一半一半吧，宁浩和葛优部分剧情好，全员在线，最差的陈凯歌part,还行,2019-09-30
105,有有,广西南宁,七个故事，按照时间顺序，每个故事一个主题。最喜欢香港回归，北京奥运，女排夺冠，故事和主题比较贴合，白昼流星比较扯。,推荐,2019-09-30
106,桃桃林林,"P&#39;yŏngyang, North Korea",7分，这种集锦片很难评分，因为质量各有差异。相比之下，宁浩的《北京你好》和徐峥的《夺冠》都更喜欢，宁浩与葛优的合作，终于让葛优回到了自己最舒适的领域，整体表演很放松，也很希望宁浩与葛优之后会有长片合作啊。徐峥的部分主要是有趣，很市井，也很有回忆的味道，小朋友的情感又有其独特的趣味，其中又涉及个人与集体的选择。管虎的部分也很厉害，导演手法很娴熟。陈凯歌的部分野心很大，只不过选择的两个演员，还是不太符合角色设定，太不像穷人家孩子了。薛晓路的部分问题最大，剧作和导演能力都不好，甚至也不太符合小人物这个预设。,还行,2019-10-07
107,人群中你为什么,天津,"正好有点映就去看了。我和我的祖国，这才是献礼片的正确打开方式。
黄渤和葛优真的封神了。完全操控了观影者的情绪，和导演编剧水乳交融。
任素汐被捧过头了，完全没接住张译的戏，故事是好故事，张译演的也很绝，可演员不是独角戏，张译抛出的包袱任素汐没接住，后面自己的solo还好，可是和张译的互动没能驾驭住这个剧本，是本片最可惜的一个part。
女排篇的小演员，很绝，从今年年初的倚天屠龙记小张无忌我就有关注，超出这个年纪的情感丰沛，有种浑然天成的璞玉的感觉，应该还没受过过多的演技训练，希望好好的踏实走下去，这种天赋型选手让人珍惜
如果说小演员是天赋选手，刘昊然和陈飞宇就是任重道远，高手过招方知，刘昊然演戏总带着强烈的个人色彩，这不算好事，陈飞宇反而更出彩，但他们都年轻，可陈凯歌不年轻了，这就有点sad了",力荐,2019-09-30
108,刘遐迩19123,河北衡水,我爱我的祖国，但我不爱这部电影。,还行,2019-09-30
109,狂暴小恐龙,上海,"我好像明白为什么张一白和薛晓路能混进管虎、宁浩、文牧野这样的班底里了
得有人给总导演托个底啊是不是
只是可惜了张译和惠英红
陈凯歌这点上就做得很好，自己耽误自己儿子，谁也管不着是吧🤷♀️",推荐,2019-09-28
110,小可爱🌸,河南郑州,因为一个演员，关注了《我和我的祖国》。28号点映我走入影院，观影时被电影的每个片段吸引，我深深的为自己是一个中国人而感到骄傲和自豪。祝祖国繁荣昌盛，我爱你，我的祖国！,力荐,2019-09-30
111,tohearof,四川成都,葛优满分,推荐,2019-09-30
112,rovaniemi,四川成都,七分，整体感觉看下来不错的，但对比起来有长板有短板，不评价立意和深度，讲故事还是徐峥，宁浩，文牧野拍得最溜，比较意外的是，看预告片最不起眼的「护航」，看完电影却是最喜欢的一段。比较失望的是「回归」和「前夜」。以及张译真的是神演技，有限的台词，只凭面目表情和眼神，勾画出人物的无限内心。,推荐,2019-09-28
113,袁长庚,广东深圳,十年前是大业当头资本拦路，十年后大家拼了命要在宏大叙事中塞进去个体血泪，这不是主子仁慈通达，而是社会进步倒逼。前两个故事好，好在一个人民共和国的真实情感，徐峥明亮宁浩通达，文牧野浓眉大眼的只会看姑娘。anyway，经此一役，陈凯歌是烂片王应该没有异议了吧？,还行,2019-09-30
114,にゃんこ,关注此人,"70周年，为阿中哥哥庆生
最近各地都在给祖国庆生，去看了电影，更加的感受到了国庆的氛围，当国歌响起国旗升起时，热血沸腾，泪有点不受控制了。
为中国骄傲自豪！",力荐,2019-09-30
115,鹿,上海,徐峥真是讲故事的天才，管虎的视觉和氛围感绝了,力荐,2019-09-28
116,SilentNimo,浙江杭州,陈凯歌捧儿子捧过了，最尬的故事，三星给开国和女排,还行,2019-10-01
117,sanyo1527,辽宁沈阳,张一白那段本来能拍得很棒，但叙事完全依靠对话太僵了，觉得最差的是薛晓路那段，想面面俱到但哪方面也没顾到。管虎、徐峥、宁浩三段最好。,还行,2019-09-28
118,华盛顿樱桃树,北京,最棒的是所有故事都选择了小人物的视角，情感上面更能共通。项目整体的难度很大，风格难以统一，相互之前更是难以串联。更加现实的是，七个故事摆放在一起。参差感就有了。但情感都是一个情感，激动人心罢了。,还行,2019-09-28
119,Madison,"London, United Kingdom",从电影的角度来讲，是国庆档三部作品中最值得看的一部，事实证明导演本身成熟与否才是最硬指标。7个故事节选了七个重要时间节点，但却将镜头置于历史时刻背后，关注那些在大时代背景下的小人物，给出了更强有力的情感力量。单独节选的话，宁浩葛优的无疑是最好的一部，除此之外，文牧野和管虎的那两部也都是可以打到8分以上的，尤其是文牧野，在其他6位“老炮儿”的夹击下顶住压轴的压力，在短短十几分钟里塞入了多个主题，完成度堪称最高。,推荐,2019-09-28
120,小可爱🌸,河南郑州,因为一个演员，关注了《我和我的祖国》。28号点映我走入影院，观影时被电影的每个片段吸引，我深深的为自己是一个中国人而感到骄傲和自豪。祝祖国繁荣昌盛，我爱你，我的祖国！,力荐,2019-09-30
121,tohearof,四川成都,葛优满分,推荐,2019-09-30
122,rovaniemi,四川成都,七分，整体感觉看下来不错的，但对比起来有长板有短板，不评价立意和深度，讲故事还是徐峥，宁浩，文牧野拍得最溜，比较意外的是，看预告片最不起眼的「护航」，看完电影却是最喜欢的一段。比较失望的是「回归」和「前夜」。以及张译真的是神演技，有限的台词，只凭面目表情和眼神，勾画出人物的无限内心。,推荐,2019-09-28
123,袁长庚,广东深圳,十年前是大业当头资本拦路，十年后大家拼了命要在宏大叙事中塞进去个体血泪，这不是主子仁慈通达，而是社会进步倒逼。前两个故事好，好在一个人民共和国的真实情感，徐峥明亮宁浩通达，文牧野浓眉大眼的只会看姑娘。anyway，经此一役，陈凯歌是烂片王应该没有异议了吧？,还行,2019-09-30
124,にゃんこ,关注此人,"70周年，为阿中哥哥庆生
最近各地都在给祖国庆生，去看了电影，更加的感受到了国庆的氛围，当国歌响起国旗升起时，热血沸腾，泪有点不受控制了。
为中国骄傲自豪！",力荐,2019-09-30
125,鹿,上海,徐峥真是讲故事的天才，管虎的视觉和氛围感绝了,力荐,2019-09-28
126,SilentNimo,浙江杭州,陈凯歌捧儿子捧过了，最尬的故事，三星给开国和女排,还行,2019-10-01
127,sanyo1527,辽宁沈阳,张一白那段本来能拍得很棒，但叙事完全依靠对话太僵了，觉得最差的是薛晓路那段，想面面俱到但哪方面也没顾到。管虎、徐峥、宁浩三段最好。,还行,2019-09-28
128,华盛顿樱桃树,北京,最棒的是所有故事都选择了小人物的视角，情感上面更能共通。项目整体的难度很大，风格难以统一，相互之前更是难以串联。更加现实的是，七个故事摆放在一起。参差感就有了。但情感都是一个情感，激动人心罢了。,还行,2019-09-28
129,Madison,"London, United Kingdom",从电影的角度来讲，是国庆档三部作品中最值得看的一部，事实证明导演本身成熟与否才是最硬指标。7个故事节选了七个重要时间节点，但却将镜头置于历史时刻背后，关注那些在大时代背景下的小人物，给出了更强有力的情感力量。单独节选的话，宁浩葛优的无疑是最好的一部，除此之外，文牧野和管虎的那两部也都是可以打到8分以上的，尤其是文牧野，在其他6位“老炮儿”的夹击下顶住压轴的压力，在短短十几分钟里塞入了多个主题，完成度堪称最高。,推荐,2019-09-28
130,西泠,浙江杭州,拍得还行，演技还是葛优最生动，故事喜欢徐峥导的中国女排，至于陈凯歌那个太尬了，为什么这时候了还加个人物成长，内心转变，献礼片是让人思考的吗？这一思考前期所有情感铺垫都抽空了，我还是期待陈可辛的《中国女排》吧,推荐,2019-09-30
131,一碗阳春面,广东深圳,真的看哭了好多次，我们都是小人物，但我们生活在大时代中，我们见证着经历着也创造着这个国家的历史。我为新中国骄傲，自豪！电影值得N刷！,力荐,2019-09-30
132,字母君,湖南长沙,"令人惊讶的是，从《前夜》中困难重重的指令传达，到《相遇》的人物命运、《夺冠》中加于孩子身上的复杂牺牲精神和简直有恶政隐嫌疑的狗、《回归》中《东方之珠》和主人公的逃港者身份、《北京你好》中对小市民心态的呈现和数句结合时代可解读出特殊意味的台词、《白昼流星》警员审讯方式、三位主角身份和强扭的平民视角，再到最后《护航》平民视角的完全消失，几乎所有导演都在集体回忆中或主动、或被动地提取出了对集体主义、官僚作风和国民性不同程度的反思。
按喜爱程度排的话大概是：宁浩（不过题目本身也最容易发挥）＞★★★＝徐峥＞张一白（长镜头后景运用非常厉害，但水平飘忽不定）＞管虎＞★★＝陈凯歌（题目难拍，但很好的贯彻了第五代精神）＞薛晓路（出发点好，但材质处理不佳，群像也太像铺大饼）＞文牧野（不切题，而且拍得有些油腻）。",还行,2019-09-28
133,乌鸦火堂,北京,好看，在如此命题下，几位导演不敢糊弄，必须认真。把宏大的主题，化繁为简，把历史事件和时代气息融入小人物的一举一动。风格不同，故事主题高度统一，也兼顾题材和叙事的差异化，总导演陈凯歌和制片人黄建新还是有一套的，好似“大珠小珠落玉盘”：管虎是动作大片，张一白是爱情小品，徐铮是鬼马喜剧，薛晓路是群像抒情，宁浩是典型宁式喜剧，陈凯歌是散文诗，文牧野是行业剧。个人最喜欢宁浩、管虎、陈凯歌、徐峥，而且大家在一起，能力高低也是一目了然。PS，一定要提前上厕所,推荐,2019-09-29
134,黄石南,上海,之前看到评论说七包纸巾觉得也太夸张了，没想到自己从片头曲响起就开始落泪。算起来七个故事也算亲历了五个，但有的年纪太小没有细节记忆了，有的时过境迁以为渐渐淡忘了。但在这样一部笑泪齐飞的主旋律电影中，导演和演员们，却将每个人心底最朴素的爱国情怀勾起。以时间为节点推演这个国家走过的历程，以你我这样芸芸众生的视角体验祖国的日益强大和飞速发展，最终也许只剩下一句话：此生不悔入种花～,力荐,2019-09-30
135,大胖橘猫,关注此人,七个导演风格各异，陈凯歌擅长把控画面，宁浩擅长刻画细节，薛晓路女导演，掌控情绪是一绝。惠英红的“一秒都不可以错”是一个泪点，很细腻。,力荐,2019-09-30
136,哥谭市懵仔,关注此人,普通观众，不太喜欢 护航 和 白昼流星，其他都还行。尤其白昼流星，后半段莫名其妙。,力荐,2019-09-30
137,jj73浅之,北京,短片集最残酷的点是，主创能力高下立现。谁会讲故事、谁运镜讲究、谁审美怎么样，哪个演员啥都能演、哪个演员天生讨喜，太一目了然了……,null,2019-09-28
138,咚咚咚小弟,关注此人,一共7个故事，每个20分钟左右，节奏比较紧凑！最喜欢《前夜》和《回归》，前夜当无数群众都来送自己家的东西的时候真的很触动！回归中音乐响起“让海风吹拂了五千年，每一滴泪珠仿佛都说出你的尊严”，真的眼泪都快出来了，白色海军装的小哥哥说他也缺个媳妇的时候笑死我了，长的挺帅，咋说话就那么土呢！原子弹爆炸成功这个觉得有点平淡！中国女排那个就真的很真实，我们小时候真的就是很多人一起看电视，很多童年记忆的电视都是这样看的，小演员演的很好！葛大爷一如既往幽默！陈飞宇和刘昊然真的太土了！最后是中二少女成长成一名优秀的空军飞行员！,力荐,2019-09-30
139,夜夜夜夜,关注此人,虽然是献礼影片，但是却非常有新意。它汇聚了中国电影梦之队最棒的导演和演员们，一起庆祝新中国成立70周年，本身就很有看点。而影片取材的七个重大的历史事件，巧妙地新颖地结合了小人物的视角，无论你年龄大小，或多或少你都和影片中的小人物一样，经历过这些意义非凡的时刻。祖国今天的繁荣昌盛，我们都是她的见证者，甚至是缔造者。看完就觉得特别感动和激动。会继续努力，为祖国的繁荣富强贡献自己的微薄的力量！,力荐,2019-09-30
140,西泠,浙江杭州,拍得还行，演技还是葛优最生动，故事喜欢徐峥导的中国女排，至于陈凯歌那个太尬了，为什么这时候了还加个人物成长，内心转变，献礼片是让人思考的吗？这一思考前期所有情感铺垫都抽空了，我还是期待陈可辛的《中国女排》吧,推荐,2019-09-30
141,一碗阳春面,广东深圳,真的看哭了好多次，我们都是小人物，但我们生活在大时代中，我们见证着经历着也创造着这个国家的历史。我为新中国骄傲，自豪！电影值得N刷！,力荐,2019-09-30
142,字母君,湖南长沙,"令人惊讶的是，从《前夜》中困难重重的指令传达，到《相遇》的人物命运、《夺冠》中加于孩子身上的复杂牺牲精神和简直有恶政隐嫌疑的狗、《回归》中《东方之珠》和主人公的逃港者身份、《北京你好》中对小市民心态的呈现和数句结合时代可解读出特殊意味的台词、《白昼流星》警员审讯方式、三位主角身份和强扭的平民视角，再到最后《护航》平民视角的完全消失，几乎所有导演都在集体回忆中或主动、或被动地提取出了对集体主义、官僚作风和国民性不同程度的反思。
按喜爱程度排的话大概是：宁浩（不过题目本身也最容易发挥）＞★★★＝徐峥＞张一白（长镜头后景运用非常厉害，但水平飘忽不定）＞管虎＞★★＝陈凯歌（题目难拍，但很好的贯彻了第五代精神）＞薛晓路（出发点好，但材质处理不佳，群像也太像铺大饼）＞文牧野（不切题，而且拍得有些油腻）。",还行,2019-09-28
143,乌鸦火堂,北京,好看，在如此命题下，几位导演不敢糊弄，必须认真。把宏大的主题，化繁为简，把历史事件和时代气息融入小人物的一举一动。风格不同，故事主题高度统一，也兼顾题材和叙事的差异化，总导演陈凯歌和制片人黄建新还是有一套的，好似“大珠小珠落玉盘”：管虎是动作大片，张一白是爱情小品，徐铮是鬼马喜剧，薛晓路是群像抒情，宁浩是典型宁式喜剧，陈凯歌是散文诗，文牧野是行业剧。个人最喜欢宁浩、管虎、陈凯歌、徐峥，而且大家在一起，能力高低也是一目了然。PS，一定要提前上厕所,推荐,2019-09-29
144,黄石南,上海,之前看到评论说七包纸巾觉得也太夸张了，没想到自己从片头曲响起就开始落泪。算起来七个故事也算亲历了五个，但有的年纪太小没有细节记忆了，有的时过境迁以为渐渐淡忘了。但在这样一部笑泪齐飞的主旋律电影中，导演和演员们，却将每个人心底最朴素的爱国情怀勾起。以时间为节点推演这个国家走过的历程，以你我这样芸芸众生的视角体验祖国的日益强大和飞速发展，最终也许只剩下一句话：此生不悔入种花～,力荐,2019-09-30
145,大胖橘猫,关注此人,七个导演风格各异，陈凯歌擅长把控画面，宁浩擅长刻画细节，薛晓路女导演，掌控情绪是一绝。惠英红的“一秒都不可以错”是一个泪点，很细腻。,力荐,2019-09-30
146,哥谭市懵仔,关注此人,普通观众，不太喜欢 护航 和 白昼流星，其他都还行。尤其白昼流星，后半段莫名其妙。,力荐,2019-09-30
147,jj73浅之,北京,短片集最残酷的点是，主创能力高下立现。谁会讲故事、谁运镜讲究、谁审美怎么样，哪个演员啥都能演、哪个演员天生讨喜，太一目了然了……,null,2019-09-28
148,咚咚咚小弟,关注此人,一共7个故事，每个20分钟左右，节奏比较紧凑！最喜欢《前夜》和《回归》，前夜当无数群众都来送自己家的东西的时候真的很触动！回归中音乐响起“让海风吹拂了五千年，每一滴泪珠仿佛都说出你的尊严”，真的眼泪都快出来了，白色海军装的小哥哥说他也缺个媳妇的时候笑死我了，长的挺帅，咋说话就那么土呢！原子弹爆炸成功这个觉得有点平淡！中国女排那个就真的很真实，我们小时候真的就是很多人一起看电视，很多童年记忆的电视都是这样看的，小演员演的很好！葛大爷一如既往幽默！陈飞宇和刘昊然真的太土了！最后是中二少女成长成一名优秀的空军飞行员！,力荐,2019-09-30
149,夜夜夜夜,关注此人,虽然是献礼影片，但是却非常有新意。它汇聚了中国电影梦之队最棒的导演和演员们，一起庆祝新中国成立70周年，本身就很有看点。而影片取材的七个重大的历史事件，巧妙地新颖地结合了小人物的视角，无论你年龄大小，或多或少你都和影片中的小人物一样，经历过这些意义非凡的时刻。祖国今天的繁荣昌盛，我们都是她的见证者，甚至是缔造者。看完就觉得特别感动和激动。会继续努力，为祖国的繁荣富强贡献自己的微薄的力量！,力荐,2019-09-30
150,BeThere,中国香港,没想到香港回归的故事背后，还有这些曲折历程，真是太不容易了。这几个月的亲历，让我的归属感更强烈了，祝福祖国，为了更好的明天加油！,力荐,2019-09-30
151,无耻不混蛋,北京,70周年，7个导演，7个故事，加上一首一听就会让几乎每一个中国人都热泪盈眶的歌，注定会是一部爆款。虽是命题作文，但每个导演都拍出了个人风格。管虎的《前夜》最工整最大气，张一白的《相遇》最深情最细腻，徐峥的《夺冠》最松驰最鬼马，宁浩的《北京你好》最诙谐最出人意料，文牧野的《护航》再次展露他在类型叙事上的強大功力，陈凯歌的《白昼流星》最具文人气质也最飘逸，薛晓路的《回归》处理方式也颇有巧思。最后，片尾字幕大合唱《我和我的祖国》的画面，再一次泪流满面，这部电影实在太太太太太好哭了。,推荐,2019-09-29
152,Citrus,"Melbourne, Australia","这七个高光时刻，记录的正是这个国家是怎样一步一步，从弱到强，从苦难走向了辉煌。
电影中记录了很多的父辈，很多的小人物。却正是千千万万个这样的小人物，推进了这个国家不停歇的发展，把这样美好的现在，交到了我们手中。
而现在，到我们了。
这一代年轻人是什么样子的，祖国的未来就是什么样子的。
一起加油吧，希望下一个高光时刻，我们不仅是见证者，更是参与者。",力荐,2019-09-30
153,小猪撞树晕嘛晕,天津,为70亿票房做贡献！,力荐,2019-09-30
154,锦瑟无端,关注此人,在回归故事中，仪仗队的旗手迈着铿锵有力整齐无比的步伐走到了升旗台前。看着这三个英姿飒爽的军人，将五星红旗准点升起，我太骄傲和自豪了！,力荐,2019-09-30
155,法兰西胶片,北京,管虎开篇镇场，节奏就跟他这次制片节奏一样，越紧张，越顶，不多想，可劲跑。宁浩最老辣，无疑，对市井的感知力已成精，葛大爷也成精，他早成精了吧，离开这么久的角色还能追回来。凯歌的文本解读空间最大，那俩流浪孩子，最初的存在感就是破坏，然后剪发、更衣、松绑，也是流星燃烧坠地的过程，目睹宇航员走出来时，像跨越了时间，还占着一点“百花深处”的超现实。,推荐,2019-09-30
156,从前有座山,关注此人,主旋律电影煽情绝对优秀，七个部分连在一起没有违和就像时间串起来的一个历史的见证，除了白昼流星感觉故事不是很圆满，其他的都是故事背后无数的人民和成就，好看👍,力荐,2019-09-30
157,未待春风,"Zürich, Switzerland",喜欢《北京你好》《白昼流星》《夺冠》,推荐,2019-09-30
158,樹,四川成都,如果建国史是一个成年人的话，他是具有深度遗忘症的人，只有童年和中年的记忆，不反思、不回忆。他的回忆方程式是中年的成功全源自童年记忆。参与国史写作的人是被挑选的，真正的人民都是煽情故事的背景板。中国导演对戏剧是不是有误解，他们的三板斧：1.煽情、最后一分钟营救，感动是第一要务。 2.人物成年的努力一定来自童年。3.高昂的歌曲必定是奏响，人多力量大。 陈凯歌导演写作文连逻辑都不要了。,较差,2019-10-02
159,Alcor,"Reykjavík, Iceland",我们中国，真的太不容易了！！！,力荐,2019-09-25
160,BeThere,中国香港,没想到香港回归的故事背后，还有这些曲折历程，真是太不容易了。这几个月的亲历，让我的归属感更强烈了，祝福祖国，为了更好的明天加油！,力荐,2019-09-30
161,无耻不混蛋,北京,70周年，7个导演，7个故事，加上一首一听就会让几乎每一个中国人都热泪盈眶的歌，注定会是一部爆款。虽是命题作文，但每个导演都拍出了个人风格。管虎的《前夜》最工整最大气，张一白的《相遇》最深情最细腻，徐峥的《夺冠》最松驰最鬼马，宁浩的《北京你好》最诙谐最出人意料，文牧野的《护航》再次展露他在类型叙事上的強大功力，陈凯歌的《白昼流星》最具文人气质也最飘逸，薛晓路的《回归》处理方式也颇有巧思。最后，片尾字幕大合唱《我和我的祖国》的画面，再一次泪流满面，这部电影实在太太太太太好哭了。,推荐,2019-09-29
162,Citrus,"Melbourne, Australia","这七个高光时刻，记录的正是这个国家是怎样一步一步，从弱到强，从苦难走向了辉煌。
电影中记录了很多的父辈，很多的小人物。却正是千千万万个这样的小人物，推进了这个国家不停歇的发展，把这样美好的现在，交到了我们手中。
而现在，到我们了。
这一代年轻人是什么样子的，祖国的未来就是什么样子的。
一起加油吧，希望下一个高光时刻，我们不仅是见证者，更是参与者。",力荐,2019-09-30
163,小猪撞树晕嘛晕,天津,为70亿票房做贡献！,力荐,2019-09-30
164,锦瑟无端,关注此人,在回归故事中，仪仗队的旗手迈着铿锵有力整齐无比的步伐走到了升旗台前。看着这三个英姿飒爽的军人，将五星红旗准点升起，我太骄傲和自豪了！,力荐,2019-09-30
