,name,city,content,score,date
70,额,北京,"你在马路对面走着 我没有吭声 能够默默陪你走这一段路，我也很开心。与其说我在保护你，不如说是你拯救了我。每个人一生中能够遇到好多好多人，能够遇到你，我是幸运的。
  光是一点一点照进来的，很温暖，像冬天的太阳，没有很刺眼，暖暖的 很温柔。 我想许你一个美好未来    （另外说一句 易烊千玺 牛！！！！）",力荐,2019-10-25
71,布达兔斯, ,"题材鼓励+1⭐
其实不太喜欢看沉重的东西，容易入戏走不出。心情闷闷的。其实我并不是校园暴力的亲历者，相反我的学生生涯过得很顺利、张扬。但我是旁观者，却因为太过迟钝而错过许多机会，那些可以拉他们一把的机会。想到以前有个女同学，因为有点邋遢就被全班的男生欺负，女生也在背后嘲笑她。我有时候会站出来维护她，但那些欺负她的人也是我的朋友……后来她转学了，从此杳无音讯。或许，我当时应该做得更多一些。也许真的需要感受过痛才能真的感同身受。这样的作品要多一点，将阴影与暗疮暴露于光明之下，方能将黑暗驱逐。",力荐,2019-10-25
72,Onismtree, ,太绝了 两位演的真是太绝了 曾国祥怎么可以把这种故事拍的这么细腻啊,力荐,2019-10-25
73,扎心魔仙, ,是成长，是破茧而出争夺缝隙里的一丝阳光,力荐,2019-10-25
74,曼彻斯特的雪, ,矫情尴尬的台词，想表现文艺，却犯了和《后来的我们》一样的通病，一句句空喊的口号，就好比饥饿的时候吃山楂片，只能获得几分钟的缓解。四字还是撑不起来男主戏。,较差,2019-10-25
75,秃头秀儿, ,剧情该的妈都不认了，小北是个美少年啊！可不是真正的混混大叔流浪汉，男主演技被周冬雨吊打，周冬雨不是扣分项,很差,2019-10-25
76,又睡着了, ,我的天？这是易烊千玺？完全颠覆的演技!眼神真的太有戏了吧!好有感染力啊哭的稀里哗啦的,力荐,2019-10-25
77,嘟嘟, ,电影有点好哭，莫名想到了自己的一些经历，如果身边有这么一个可以不顾一切保护自己的人，是何其荣幸,力荐,2019-10-25
78,啊杂野, ,疼痛的青春，他们不是同一个世界的，却又是同一个世界的,力荐,2019-10-25
79,鸡蛋黄不黄酱, ,在电影院才看到一半就迫不及待来评分！妈呀真的是太高出我的期待了。知道四字演技很可，没想到还是给我无限惊艳。预售2天半能破亿，除了粉丝给力之外，电影本身也更加让人期待。不说了，我要好好看了，前排的妹子已经在偷偷抹眼泪了。。哈哈哈哈哈哈,力荐,2019-10-25
80,额,北京,"你在马路对面走着 我没有吭声 能够默默陪你走这一段路，我也很开心。与其说我在保护你，不如说是你拯救了我。每个人一生中能够遇到好多好多人，能够遇到你，我是幸运的。
  光是一点一点照进来的，很温暖，像冬天的太阳，没有很刺眼，暖暖的 很温柔。 我想许你一个美好未来    （另外说一句 易烊千玺 牛！！！！）",力荐,2019-10-25
81,布达兔斯, ,"题材鼓励+1⭐
其实不太喜欢看沉重的东西，容易入戏走不出。心情闷闷的。其实我并不是校园暴力的亲历者，相反我的学生生涯过得很顺利、张扬。但我是旁观者，却因为太过迟钝而错过许多机会，那些可以拉他们一把的机会。想到以前有个女同学，因为有点邋遢就被全班的男生欺负，女生也在背后嘲笑她。我有时候会站出来维护她，但那些欺负她的人也是我的朋友……后来她转学了，从此杳无音讯。或许，我当时应该做得更多一些。也许真的需要感受过痛才能真的感同身受。这样的作品要多一点，将阴影与暗疮暴露于光明之下，方能将黑暗驱逐。",力荐,2019-10-25
82,Onismtree, ,太绝了 两位演的真是太绝了 曾国祥怎么可以把这种故事拍的这么细腻啊,力荐,2019-10-25
83,扎心魔仙, ,是成长，是破茧而出争夺缝隙里的一丝阳光,力荐,2019-10-25
84,曼彻斯特的雪, ,矫情尴尬的台词，想表现文艺，却犯了和《后来的我们》一样的通病，一句句空喊的口号，就好比饥饿的时候吃山楂片，只能获得几分钟的缓解。四字还是撑不起来男主戏。,较差,2019-10-25
85,秃头秀儿, ,剧情该的妈都不认了，小北是个美少年啊！可不是真正的混混大叔流浪汉，男主演技被周冬雨吊打，周冬雨不是扣分项,很差,2019-10-25
86,又睡着了, ,我的天？这是易烊千玺？完全颠覆的演技!眼神真的太有戏了吧!好有感染力啊哭的稀里哗啦的,力荐,2019-10-25
87,嘟嘟, ,电影有点好哭，莫名想到了自己的一些经历，如果身边有这么一个可以不顾一切保护自己的人，是何其荣幸,力荐,2019-10-25
88,啊杂野, ,疼痛的青春，他们不是同一个世界的，却又是同一个世界的,力荐,2019-10-25
89,鸡蛋黄不黄酱, ,在电影院才看到一半就迫不及待来评分！妈呀真的是太高出我的期待了。知道四字演技很可，没想到还是给我无限惊艳。预售2天半能破亿，除了粉丝给力之外，电影本身也更加让人期待。不说了，我要好好看了，前排的妹子已经在偷偷抹眼泪了。。哈哈哈哈哈哈,力荐,2019-10-25
90,Sissi, ,不要因为少年的你而忘记少年的我,力荐,2019-10-25
91,已注销, ,愿世界都是善良温柔的人！愿世界没有欺凌！我们都是从少年过来的,力荐,2019-10-25
92,想名字真头疼, ,“我喜欢一个人，我只想给她一个好的结局”。聚焦现实写实的题材容易让人产生共鸣，青春片不能只是花式的无脑浪漫，另一面不一样的青春也可以展现出来，不然国产青春片怎么进步？观众也会变得审美疲惫。电影制作班底，男女演员的演技，还有原声曲等制作都真的不负这几个月漫长的等待！,力荐,2019-10-25
93,Aberdeen, ,感动到哭，周冬雨演技超赞，完全没想到易烊千玺演的如此之好，剧情也很棒，视角独特，关注校园暴力！“总有一个人曾是少年的你”强烈推荐！,力荐,2019-10-25
94,HHong,关注此人,每个人都有少年时代，所以每个人都是少年的你。,力荐,2019-10-25
95,柒熙, ,因为校园暴力的题材吸引了 看了之后不得不佩服千玺的演技!!太惊喜我了 真的 当然周冬雨的演技也一路既往的高水平 两个演员都好喜欢 有想要二刷的打算,力荐,2019-10-25
96,绝望安琪, ,你永遠不可能知道一個人的年少時受到的傷害會伴隨他的一生,力荐,2019-10-25
97,皮卡皮, ,真心希望每一个深陷沼泽的少年都可以被人拉一把 有人陪伴有人守护有人救赎 另外四字弟弟的演技真的可以震惊到我了!真的完全把我抓到剧情里面了!!!抓的死死的!,力荐,2019-10-25
98,特立独行的猪, ,主演的演技都太赞了，对易烊千玺刮目相看，真的没想到演技这么赞，而且超级喜欢校园暴力这个题材，值得一看！！牛逼牛逼！！周末可能要二刷了！！,力荐,2019-10-25
99,惟歆_, ,易烊千玺的演技真的把我惊到了，周冬雨给我的感觉也比之前的好，而且电影的镜头处理的绝了，希望这种题材的电影可以多一点,力荐,2019-10-25
100,Sissi, ,不要因为少年的你而忘记少年的我,力荐,2019-10-25
101,已注销, ,愿世界都是善良温柔的人！愿世界没有欺凌！我们都是从少年过来的,力荐,2019-10-25
102,想名字真头疼, ,“我喜欢一个人，我只想给她一个好的结局”。聚焦现实写实的题材容易让人产生共鸣，青春片不能只是花式的无脑浪漫，另一面不一样的青春也可以展现出来，不然国产青春片怎么进步？观众也会变得审美疲惫。电影制作班底，男女演员的演技，还有原声曲等制作都真的不负这几个月漫长的等待！,力荐,2019-10-25
103,Aberdeen, ,感动到哭，周冬雨演技超赞，完全没想到易烊千玺演的如此之好，剧情也很棒，视角独特，关注校园暴力！“总有一个人曾是少年的你”强烈推荐！,力荐,2019-10-25
104,HHong,关注此人,每个人都有少年时代，所以每个人都是少年的你。,力荐,2019-10-25
105,柒熙, ,因为校园暴力的题材吸引了 看了之后不得不佩服千玺的演技!!太惊喜我了 真的 当然周冬雨的演技也一路既往的高水平 两个演员都好喜欢 有想要二刷的打算,力荐,2019-10-25
106,绝望安琪, ,你永遠不可能知道一個人的年少時受到的傷害會伴隨他的一生,力荐,2019-10-25
107,皮卡皮, ,真心希望每一个深陷沼泽的少年都可以被人拉一把 有人陪伴有人守护有人救赎 另外四字弟弟的演技真的可以震惊到我了!真的完全把我抓到剧情里面了!!!抓的死死的!,力荐,2019-10-25
108,特立独行的猪, ,主演的演技都太赞了，对易烊千玺刮目相看，真的没想到演技这么赞，而且超级喜欢校园暴力这个题材，值得一看！！牛逼牛逼！！周末可能要二刷了！！,力荐,2019-10-25
109,惟歆_, ,易烊千玺的演技真的把我惊到了，周冬雨给我的感觉也比之前的好，而且电影的镜头处理的绝了，希望这种题材的电影可以多一点,力荐,2019-10-25
110,嘿;-), ,原本是冲着周冬雨去的，结果没有想到竟然被四字弟弟圈粉，四字弟弟的演技真的不错，真的有被代入到，哭的稀里哗啦，两位主演的演技都很好，五星，支持！！,力荐,2019-10-25
111,鹤归山ubelongto, ,与其说自己是主演的路人粉，倒不如用电影粉来形容更为贴切。这部电影从定档到撤档到再定档被寄予了太多太多的厚望也被赋予了太多太多的期望，今天从电影院里走一遭的我只能说是值得的。等待是值得的，期望也是值得的。这部电影反映了现如今社会的某个角落正在发生的事情。逃避无法解决问题，直面问题才是正确的选择！两位主演的演绎非常用心，周冬雨的演技一如既往牵动着我的心，易烊千玺让我也很惊喜。从靖安寺司丞李泌到小北，他向他的粉丝他的观众们交了一份满意的答卷，少年未来可期！好了，多说不如一看，我要去推荐我身边的朋友们去看了,力荐,2019-10-25
112,拧巴, ,两个少年坚韧不拔的生命力。泥泞中野蛮生长的杂草。,力荐,2019-10-25
113,嘛咪嘛咪吽,湖北武汉,易烊千玺挺好，只是粉丝太尬了,null,2019-10-25
114,子卿竹, ,易烊千玺那么温柔眼光的一个人饰演小北的反差还挺让我惊讶的，沧桑的眼神，明亮的眼神，温柔的眼神，倔强的眼神，这个孩子一直在用心演绎人物,力荐,2019-10-25
115,轮廓, ,买的最早的9点场，坐在一对情侣旁边，刚开始电影院还叽叽喳喳，到30分钟的时候基本上就没什么声音了，不得不说背景音乐是真的催泪啊。尤其看到陈念和小北对视的那一刻，我注意到旁边的男生默默的递给自己女朋友一张纸巾。（单身狗只配默默流泪,力荐,2019-10-25
116,梦钟书, ,相信真实的，相信美好的，相信相信本身！我看见了希望，看见了守护。,力荐,2019-10-25
117,氧乐话多, ,知道拍成电影其实很担心 因为感觉题材好像挺那个 这电影也真的一波三折 但还好终于能两个小时十五分钟的上映了 听说这是18年易烊千玺还没有学习专业知识就拍的 真的可圈可点 周冬雨自然不用说 真的剃了寸头也是让我很震惊 电影太有感染力了 那种窒息感 为他们紧张 说不出的感觉 真的很不错 世界上的恶意啊 少一点吧 温柔的对待身边的人吧 希望大家都能去看过这部电影再评价吧,力荐,2019-10-25
118,拨号上网, ,奉劝各位还是别看了 我以为周冬雨能托起这部戏 结果还是带不动脸瘫弟弟,很差,2019-10-25
119,八九, ,从小说来看，那是一个男孩对一个女孩的保护，是两个人在黑暗中互相成为阳光的存在，是对世界的无声抵抗。并且也是易烊千玺的第一部电影，看他17岁时几个月的小北人生，做他骨子里都没有的叛逆和让他知道世界上所有的险恶和极致的温柔。希望18岁的你也能去看17岁的你，看看小北吧！看看你塑造的另一个人生。,力荐,2019-10-25
120,嘿;-), ,原本是冲着周冬雨去的，结果没有想到竟然被四字弟弟圈粉，四字弟弟的演技真的不错，真的有被代入到，哭的稀里哗啦，两位主演的演技都很好，五星，支持！！,力荐,2019-10-25
121,鹤归山ubelongto, ,与其说自己是主演的路人粉，倒不如用电影粉来形容更为贴切。这部电影从定档到撤档到再定档被寄予了太多太多的厚望也被赋予了太多太多的期望，今天从电影院里走一遭的我只能说是值得的。等待是值得的，期望也是值得的。这部电影反映了现如今社会的某个角落正在发生的事情。逃避无法解决问题，直面问题才是正确的选择！两位主演的演绎非常用心，周冬雨的演技一如既往牵动着我的心，易烊千玺让我也很惊喜。从靖安寺司丞李泌到小北，他向他的粉丝他的观众们交了一份满意的答卷，少年未来可期！好了，多说不如一看，我要去推荐我身边的朋友们去看了,力荐,2019-10-25
122,拧巴, ,两个少年坚韧不拔的生命力。泥泞中野蛮生长的杂草。,力荐,2019-10-25
123,嘛咪嘛咪吽,湖北武汉,易烊千玺挺好，只是粉丝太尬了,null,2019-10-25
124,子卿竹, ,易烊千玺那么温柔眼光的一个人饰演小北的反差还挺让我惊讶的，沧桑的眼神，明亮的眼神，温柔的眼神，倔强的眼神，这个孩子一直在用心演绎人物,力荐,2019-10-25
125,轮廓, ,买的最早的9点场，坐在一对情侣旁边，刚开始电影院还叽叽喳喳，到30分钟的时候基本上就没什么声音了，不得不说背景音乐是真的催泪啊。尤其看到陈念和小北对视的那一刻，我注意到旁边的男生默默的递给自己女朋友一张纸巾。（单身狗只配默默流泪,力荐,2019-10-25
126,梦钟书, ,相信真实的，相信美好的，相信相信本身！我看见了希望，看见了守护。,力荐,2019-10-25
127,氧乐话多, ,知道拍成电影其实很担心 因为感觉题材好像挺那个 这电影也真的一波三折 但还好终于能两个小时十五分钟的上映了 听说这是18年易烊千玺还没有学习专业知识就拍的 真的可圈可点 周冬雨自然不用说 真的剃了寸头也是让我很震惊 电影太有感染力了 那种窒息感 为他们紧张 说不出的感觉 真的很不错 世界上的恶意啊 少一点吧 温柔的对待身边的人吧 希望大家都能去看过这部电影再评价吧,力荐,2019-10-25
128,拨号上网, ,奉劝各位还是别看了 我以为周冬雨能托起这部戏 结果还是带不动脸瘫弟弟,很差,2019-10-25
129,八九, ,从小说来看，那是一个男孩对一个女孩的保护，是两个人在黑暗中互相成为阳光的存在，是对世界的无声抵抗。并且也是易烊千玺的第一部电影，看他17岁时几个月的小北人生，做他骨子里都没有的叛逆和让他知道世界上所有的险恶和极致的温柔。希望18岁的你也能去看17岁的你，看看小北吧！看看你塑造的另一个人生。,力荐,2019-10-25
130,jmk, ,电影质感很好，ost也非常好听，很贴合剧情，全程都陷入电影中,力荐,2019-10-25
131,陈夏不喜欢冬天, ,"我的青春是什么呢，象牙塔，埋怨着的老师，做不完的试卷，还有一个悄悄喜欢着的人，但是这个世界那么大，总会有一些平凡之外的故事，而小北就带着我所不能经历的人生，披荆斩棘地，走来了。
祝我们都能坚持坚持，相信相信，有所梦有所想，有要保护的人有保护人的勇气。",力荐,2019-10-25
132,可爱你的, ,挺期待中国能拍出怎么的校园暴力相关议题⋯⋯我曾经历过⋯特别难受😣曾国祥真的是个能拍出真实世界的导演，青春片不只是花样浪漫的，也可以是少年的你这般深入骨血的，不得不说两位主演角色之间建立起的信任让人羡慕不已，你保护世界我保护你，只有彼此并且只相信对方，这多么可贵啊⋯⋯配乐部分真的很强大，每一个音符跟片段配合的天衣无缝，我个人认为这部国产片改变了我对青春片还有流量的看法，挺值得！,力荐,2019-10-25
133,想啊想啊想, ,周冬雨和易烊千玺的两双眼睛，真是珍宝，我看着他们的眼睛，也看着好多故事。,力荐,2019-10-25
134,frozenmoon,北京,1.和《嘉年华》一样，题材价值大于电影本体价值，在当前环境下拓展了国内院线的题材可能性。在被允许的前提下，可以展现的凌厉和残忍可能也就到此为止了，所以很理解有些地方表达上的处理方式。2.“残酷青春”是个差不多20多年前的概念，这个电影重新启用了一次，说实话，这种青春期和杀戮，死亡，悲情之类的东西搅在一起的故事非常可疑，以一种看似底层残酷物语的形态实际上讲述一个很矫情的戏剧性设定。真实的校园霸凌有更真实，粗粝的处理方式，但会损害商业度，也可能无法面世，总之，这个题材在这里被打磨得更光滑了一点，可惜。3.易烊千玺的表现真是不错，不知道这是技术使然还是感觉使然，如果是技术，确实值得期待，需要其他反差角色验证。4.电影节奏有问题，前三分之一很迟缓，男女主角关系的进展又缺乏理由。,还行,2019-10-25
135,Jackson小狐狸, ,青春里，没有一个像小北一样保护我。但是自己可以保护自己吧。,力荐,2019-10-25
136,顶流, ,没有想到最后呈现出来的结果会是这样完美 真的非常感谢周冬雨 易烊千玺 特别是易烊千玺的表演 非常罕见的看到了青涩和坚毅两种特质 会二刷,力荐,2019-10-25
137,LAREINA, ,"这个世界其实没有那么黑暗
你可能总会遇到一个人
或一些朋友
他们会愿意去帮你
而且你不是孤单的",力荐,2019-10-25
138,dreamふル, ,易烊千玺贼牛逼 周冬雨也演的超级好,力荐,2019-10-25
139,星河长明, ,如果每个小时候被欺负被孤立的小朋友都能有小北或陈念在身边，如果每个小朋友面对霸凌都能学会反抗，如果有更多人愿意勇敢的站出来那结果会不会有什么不一样，真的好谢谢易烊千玺周冬雨赋予小北陈念鲜活的生命啊，也感谢小北让我看到不一样的易烊千玺。选角真的很棒，易烊千玺真的好棒啊,力荐,2019-10-25
140,jmk, ,电影质感很好，ost也非常好听，很贴合剧情，全程都陷入电影中,力荐,2019-10-25
141,陈夏不喜欢冬天, ,"我的青春是什么呢，象牙塔，埋怨着的老师，做不完的试卷，还有一个悄悄喜欢着的人，但是这个世界那么大，总会有一些平凡之外的故事，而小北就带着我所不能经历的人生，披荆斩棘地，走来了。
祝我们都能坚持坚持，相信相信，有所梦有所想，有要保护的人有保护人的勇气。",力荐,2019-10-25
142,可爱你的, ,挺期待中国能拍出怎么的校园暴力相关议题⋯⋯我曾经历过⋯特别难受😣曾国祥真的是个能拍出真实世界的导演，青春片不只是花样浪漫的，也可以是少年的你这般深入骨血的，不得不说两位主演角色之间建立起的信任让人羡慕不已，你保护世界我保护你，只有彼此并且只相信对方，这多么可贵啊⋯⋯配乐部分真的很强大，每一个音符跟片段配合的天衣无缝，我个人认为这部国产片改变了我对青春片还有流量的看法，挺值得！,力荐,2019-10-25
143,想啊想啊想, ,周冬雨和易烊千玺的两双眼睛，真是珍宝，我看着他们的眼睛，也看着好多故事。,力荐,2019-10-25
144,frozenmoon,北京,1.和《嘉年华》一样，题材价值大于电影本体价值，在当前环境下拓展了国内院线的题材可能性。在被允许的前提下，可以展现的凌厉和残忍可能也就到此为止了，所以很理解有些地方表达上的处理方式。2.“残酷青春”是个差不多20多年前的概念，这个电影重新启用了一次，说实话，这种青春期和杀戮，死亡，悲情之类的东西搅在一起的故事非常可疑，以一种看似底层残酷物语的形态实际上讲述一个很矫情的戏剧性设定。真实的校园霸凌有更真实，粗粝的处理方式，但会损害商业度，也可能无法面世，总之，这个题材在这里被打磨得更光滑了一点，可惜。3.易烊千玺的表现真是不错，不知道这是技术使然还是感觉使然，如果是技术，确实值得期待，需要其他反差角色验证。4.电影节奏有问题，前三分之一很迟缓，男女主角关系的进展又缺乏理由。,还行,2019-10-25
145,Jackson小狐狸, ,青春里，没有一个像小北一样保护我。但是自己可以保护自己吧。,力荐,2019-10-25
146,顶流, ,没有想到最后呈现出来的结果会是这样完美 真的非常感谢周冬雨 易烊千玺 特别是易烊千玺的表演 非常罕见的看到了青涩和坚毅两种特质 会二刷,力荐,2019-10-25
147,LAREINA, ,"这个世界其实没有那么黑暗
你可能总会遇到一个人
或一些朋友
他们会愿意去帮你
而且你不是孤单的",力荐,2019-10-25
148,dreamふル, ,易烊千玺贼牛逼 周冬雨也演的超级好,力荐,2019-10-25
149,星河长明, ,如果每个小时候被欺负被孤立的小朋友都能有小北或陈念在身边，如果每个小朋友面对霸凌都能学会反抗，如果有更多人愿意勇敢的站出来那结果会不会有什么不一样，真的好谢谢易烊千玺周冬雨赋予小北陈念鲜活的生命啊，也感谢小北让我看到不一样的易烊千玺。选角真的很棒，易烊千玺真的好棒啊,力荐,2019-10-25
150,dbren, ,影片很棒，我们的荧幕需要这样的题材，需要把观众的目光更多地聚焦到这样普通地艰难地却也努力地活着的人们身上。人字一撇一捺就是相互支撑，我们这么多人聚集在一起可以撑起更多的人，这样我们大家的未来甚至我们的下一代的未来都将沐浴在阳光下。,力荐,2019-10-25
151,别吃了, ,"“你保护世界，我保护你。”
“你是第一个问我疼不疼的人。”
“高考完，我们就变成大人了，但是，从来没有一节课教过我们，如何变成大人。”
“我们生活在阴沟里，但有人依然仰望星空”
电影里最喜欢的几句台词，很戳我
我也想在我的学生时期拥有一个小北，但是我没有勇气成为陈念",力荐,2019-10-25
152,娜娜酱, ,呜呜呜呜电影还挺好看的 校园暴力就应该严惩  近日看到十岁小女孩因未成年犯罪而枉死 再看到这个题材的电影 我真的流泪 好久看电影没这么哭过了 女主角周冬雨和男主角易烊千玺的演技也很棒很出色 总之来说是一部很棒的电影 还是很有意义来电影院观看的,力荐,2019-10-25
153,一只兔耳朵, ,青春片的确很容易引起共鸣，无论是否曾是校园暴力的受害者，看到被凌虐的场面还是会太阳穴突突跳。作为教育工作者，我定要引导好我的小雏菊们，不做施暴者，遭遇校园暴力正确解决对待。近日未成年人保护法的重新修订，与电影的价值表达，希望能引发社会对于未成年人成长的深度思考。,力荐,2019-10-25
154,梅子先酸, ,世界其实没有那么黑暗，你可能总会遇到一个人，或是一些朋友，他们会愿意去帮你，而且你并不孤单。,力荐,2019-10-25
155,银鹭八宝粥, ,来看首场了，四字弟弟真的太让人惊喜了，整部电影虽然沉重但是传递给我了力量，冬雨演的也好好啊。真好，真好。一部非常优秀的电影！,力荐,2019-10-25
156,人间12月木婉清,上海,本来对这个题材没多大兴趣来着，因为预售很高，就跟朋友“跟风”看的首映，现在她哭得稀里哗啦，我在递纸巾。她是被校园霸凌伤害过的，这部电影是真的戳到她的心窝了。我也看得很难受，心疼陈念又羡慕陈念。整部电影都很细腻，值得一看。,力荐,2019-10-25
157,神秘者, ,"本来以为会很压抑 
但是其实更多的是希望",力荐,2019-10-25
158,摩西橘滚滚, ,校园暴力真的值得关注，孩子们的身心健康最为重要，电影的主题是社会关注的话题，主演主创用心了，扩大影响，希望社会越来越关注，自家亲戚的小孩就被校园暴力过，深受其害，电影就该这样有其价值和作用，一部有影响有益的好电影👍,力荐,2019-10-25
159,林品如, ,优秀的制作班底，电影人有电影人自己的坚持，即使再黑暗也有阳光透进来，我们都不是孤岛，演员表演让人惊艳，没想到四字弟弟的表演天赋这么高，期待他的未来，周冬雨这次也有了突破，果然是影后。,力荐,2019-10-25
160,dbren, ,影片很棒，我们的荧幕需要这样的题材，需要把观众的目光更多地聚焦到这样普通地艰难地却也努力地活着的人们身上。人字一撇一捺就是相互支撑，我们这么多人聚集在一起可以撑起更多的人，这样我们大家的未来甚至我们的下一代的未来都将沐浴在阳光下。,力荐,2019-10-25
161,别吃了, ,"“你保护世界，我保护你。”
“你是第一个问我疼不疼的人。”
“高考完，我们就变成大人了，但是，从来没有一节课教过我们，如何变成大人。”
“我们生活在阴沟里，但有人依然仰望星空”
电影里最喜欢的几句台词，很戳我
我也想在我的学生时期拥有一个小北，但是我没有勇气成为陈念",力荐,2019-10-25
162,娜娜酱, ,呜呜呜呜电影还挺好看的 校园暴力就应该严惩  近日看到十岁小女孩因未成年犯罪而枉死 再看到这个题材的电影 我真的流泪 好久看电影没这么哭过了 女主角周冬雨和男主角易烊千玺的演技也很棒很出色 总之来说是一部很棒的电影 还是很有意义来电影院观看的,力荐,2019-10-25
163,一只兔耳朵, ,青春片的确很容易引起共鸣，无论是否曾是校园暴力的受害者，看到被凌虐的场面还是会太阳穴突突跳。作为教育工作者，我定要引导好我的小雏菊们，不做施暴者，遭遇校园暴力正确解决对待。近日未成年人保护法的重新修订，与电影的价值表达，希望能引发社会对于未成年人成长的深度思考。,力荐,2019-10-25
164,梅子先酸, ,世界其实没有那么黑暗，你可能总会遇到一个人，或是一些朋友，他们会愿意去帮你，而且你并不孤单。,力荐,2019-10-25
165,银鹭八宝粥, ,来看首场了，四字弟弟真的太让人惊喜了，整部电影虽然沉重但是传递给我了力量，冬雨演的也好好啊。真好，真好。一部非常优秀的电影！,力荐,2019-10-25
166,人间12月木婉清,上海,本来对这个题材没多大兴趣来着，因为预售很高，就跟朋友“跟风”看的首映，现在她哭得稀里哗啦，我在递纸巾。她是被校园霸凌伤害过的，这部电影是真的戳到她的心窝了。我也看得很难受，心疼陈念又羡慕陈念。整部电影都很细腻，值得一看。,力荐,2019-10-25
167,神秘者, ,"本来以为会很压抑 
但是其实更多的是希望",力荐,2019-10-25
168,摩西橘滚滚, ,校园暴力真的值得关注，孩子们的身心健康最为重要，电影的主题是社会关注的话题，主演主创用心了，扩大影响，希望社会越来越关注，自家亲戚的小孩就被校园暴力过，深受其害，电影就该这样有其价值和作用，一部有影响有益的好电影👍,力荐,2019-10-25
169,林品如, ,优秀的制作班底，电影人有电影人自己的坚持，即使再黑暗也有阳光透进来，我们都不是孤岛，演员表演让人惊艳，没想到四字弟弟的表演天赋这么高，期待他的未来，周冬雨这次也有了突破，果然是影后。,力荐,2019-10-25
170,徐若风,浙江杭州,4.5  目前的今年华语片最佳。几乎塞满人物大特写镜头，是一次疯狂赌博，曾国祥赌赢了——这两张脸、他们的眼睛。周冬雨和易烊千玺供出了极度锋利、痛彻心扉的表演，里面包含极度复杂的情感和社会困局探讨。情节层次上，每个转折点都用力到让人感觉快受不住了，结果还可以不停反转，像不间断机枪扫射，审讯戏那里我已经千疮百孔了。不会再看这部电影第二遍，承受不住痛苦。(看完一周后为了再看看演员的表演，还是食言去看了第二遍....),力荐,2019-10-25
171,嘟嘟熊之父,北京,电影只拍了一小段，是他们在阴沟里短暂的相逢，小北用尽全身的力气将陈念托起上岸，任由泥沼盖过他的头顶。电影拍不到的是他们漫长的余生，伤口尚未愈合，疤痕已显出轮廓，通向光明的大门仅打开一次，更浑浊的污泥正汹涌而来。影像时刻处于压迫欲裂的边缘，忽明忽暗的灯，黑云压顶的雨，嘈嘈切切的声，无处躲藏的脸。陈念的眼泪流个不停，是害怕、委屈还是不服？都不是，是她活下去的勇气，是她对小北的爱。,力荐,2019-10-25
172,时间之葬,北京,真正的年度惊喜，目前为止的华语年度最佳，基本上，这就是今年的《嘉年华》。这个题材的现实意义想必无需赘言，令人惊讶的是曾国祥这次在这个方向上走了那么远。周冬雨和易烊千玺的演技和爆发力都令人惊叹，尤其是前者，无论是那个大胆的板寸造型还是那些不易察觉的细微身体抽搐，都在她那看似弱小的身躯里蕴藏了极其强大的能量。这是她继《七月与安生》后演技的第二次蜕变，隐约感觉第二座影后奖在向她招手了。最喜欢的一场，是审讯室里不断切换的招供戏，那是无望的呐喊，更是勇敢的控诉。这两张直视镜头的脸，会是这一年的银幕记忆。,力荐,2019-10-25
173,改个名字, ,"“总有一个人曾是少年的你”，这句话非常戳我，希望我们的学生孩子们，如果陷入迷茫和低落时，都能像小北一样找到自己的希望和温暖，有信念，就有未来。
而两位主演易烊千玺和周冬雨的表现可以用挖心来形容，毫不夸张的说，即将奔三的我被这种彼此守候，给予对方希望的真挚情感所打动，几度眼眶湿润。你保护世界，我保护你。",力荐,2019-10-25
174,张小北,北京,也是词穷了，就是非常棒吧！能看出来修改痕迹，但还是非常棒。所有环节都很好。也没必要变着花的夸了。以前我都不认识易烊千玺，但这次真是恭喜他了。,力荐,2019-10-26
175,的的儿, ,小北真的太温柔了，陈念是他的希望，他所有的温柔也都给了陈念。,力荐,2019-10-25
176,M., ,你保护世界，我们保护你。,力荐,2019-10-25
177,沙雕怂怂, ,真的很棒！也许你曾一直生活在黑暗之中，但总会期望看到真正的光明。两个少年互相支撑彼此走向心中的光明，也许一切来的都不容易，过程几经波折，但是黑夜的最后总会有光，正如电影中所说，你保护世界我保护你，我喜欢一个人，我只想给她最好的结局。这个电影真的值得。,力荐,2019-10-25
178,兵荒马乱, ,黑暗的角落遍布世界每个地方，少年在泥沼里挣扎，反抗，直至绝望。就像陈念写的，有人生活在阴沟，却依旧仰望光明。时间万物皆苦，你是我唯一的救赎。,力荐,2019-10-25
179,lalalalaaa, ,原作者也是被霸凌的人,很差,2019-10-26
180,徐若风,浙江杭州,4.5  目前的今年华语片最佳。几乎塞满人物大特写镜头，是一次疯狂赌博，曾国祥赌赢了——这两张脸、他们的眼睛。周冬雨和易烊千玺供出了极度锋利、痛彻心扉的表演，里面包含极度复杂的情感和社会困局探讨。情节层次上，每个转折点都用力到让人感觉快受不住了，结果还可以不停反转，像不间断机枪扫射，审讯戏那里我已经千疮百孔了。不会再看这部电影第二遍，承受不住痛苦。(看完一周后为了再看看演员的表演，还是食言去看了第二遍....),力荐,2019-10-25
